CustomerID,Frequency,Monetery,Recency,F_SCORE,M_SCORE,R_SCORE,RFM_SCORE,segment
13030,2,799.48,11,2,3,5,10,Loyal
13032,2,1010.18,52,2,4,3,9,Loyal
13033,1,190.55,357,1,1,1,3,LOST
13034,2,642.77,55,2,3,3,8,SomeWhat Loyal
13035,2,921.88,74,2,3,2,7,SomeWhat Loyal
13037,3,881.07,138,3,3,2,8,SomeWhat Loyal
13038,3,908.46,80,3,3,2,8,SomeWhat Loyal
13040,2,676.99,9,2,3,5,10,Loyal
13043,1,516.42,273,1,3,1,5,SomeWhat Loyal
13044,1,560.47,291,1,3,1,5,SomeWhat Loyal
13045,1,305.28000000000003,99,1,2,2,5,SomeWhat Loyal
13046,2,629.31,31,2,3,4,9,Loyal
13047,10,3237.54,32,5,5,4,14,Champion
13048,4,1835.91,14,4,4,4,12,Loyal
13049,2,656.6800000000001,64,2,3,3,8,SomeWhat Loyal
13050,17,5836.86,15,5,5,4,14,Champion
13052,1,348.15000000000003,212,1,2,1,4,Others
13055,3,1214.41,78,3,4,2,9,Loyal
13058,3,271.40000000000003,25,3,2,4,9,Loyal
13059,1,183.4,250,1,1,1,3,LOST
13060,1,307.53,254,1,2,1,4,Others
13061,1,248.61,72,1,1,3,5,SomeWhat Loyal
13062,1,346.98,191,1,2,1,4,Others
13064,4,1119.49,13,4,4,5,13,Champion
13065,1,205.86,373,1,1,1,3,LOST
13066,2,470.8,24,2,2,4,8,SomeWhat Loyal
13067,1,115.46000000000001,82,1,1,2,4,Others
13068,2,344.0,10,2,2,5,9,Loyal
13069,24,4436.12,1,5,5,5,15,Champion
13070,1,228.8,192,1,1,1,3,LOST
13072,1,177.15,267,1,1,1,3,LOST
13075,1,919.61,130,1,3,2,6,SomeWhat Loyal
13077,4,729.27,1,4,3,5,12,Loyal
13078,26,12627.94,3,5,5,5,15,Champion
13079,5,220.10000000000002,4,4,1,5,10,Loyal
13080,1,58.08,179,1,1,2,4,Others
13081,11,28337.38,12,5,5,5,15,Champion
13082,9,3613.63,126,5,5,2,12,Loyal
13083,2,303.75,4,2,2,5,9,Loyal
13085,2,416.08000000000004,158,2,2,2,6,SomeWhat Loyal
13089,97,58825.83,3,5,5,5,15,Champion
13090,14,8910.82,9,5,5,5,15,Champion
13091,1,345.82,28,1,2,4,7,SomeWhat Loyal
13092,5,477.83,71,4,2,3,9,Loyal
13093,8,7832.47,276,5,5,1,11,Loyal
13094,12,1927.3200000000002,21,5,4,4,13,Champion
13095,1,74.39999999999999,71,1,1,3,5,SomeWhat Loyal
13097,10,6010.42,33,5,5,4,14,Champion
13098,28,28882.44,1,5,5,5,15,Champion
13099,1,207.35999999999999,99,1,1,2,4,Others
13101,1,101.19,234,1,1,1,3,LOST
13102,24,6424.09,1,5,5,5,15,Champion
13103,1,243.94,40,1,1,3,5,SomeWhat Loyal
13104,6,1098.48,3,5,4,5,14,Champion
13106,1,76.5,133,1,1,2,4,Others
13107,4,1531.6200000000001,44,4,4,3,11,Loyal
13108,1,350.06,373,1,2,1,4,Others
13109,2,786.54,60,2,3,3,8,SomeWhat Loyal
13110,7,1488.67,31,5,4,4,13,Champion
13113,24,12245.960000000001,1,5,5,5,15,Champion
13115,4,2294.78,12,4,5,5,14,Champion
13116,1,501.14,138,1,3,2,6,SomeWhat Loyal
13117,8,984.91,22,5,4,4,13,Champion
13118,5,1197.81,20,4,4,4,12,Loyal
13120,1,30.599999999999998,239,1,1,1,3,LOST
13121,1,283.73,269,1,2,1,4,Others
13122,2,922.39,94,2,3,2,7,SomeWhat Loyal
13124,3,3866.33,90,3,5,2,10,Loyal
13126,8,2099.64,5,5,5,5,15,Champion
13127,1,259.17,78,1,2,2,5,SomeWhat Loyal
13130,1,64.0,94,1,1,2,4,Others
13131,3,1073.3,23,3,4,4,11,Loyal
13132,1,77.3,262,1,1,1,3,LOST
13133,2,109.8,274,2,1,1,4,Others
13134,4,1793.58,86,4,4,2,10,Loyal
13135,1,3096.0,197,1,5,1,7,SomeWhat Loyal
13136,5,2607.61,56,4,5,3,12,Loyal
13137,8,3650.41,11,5,5,5,15,Champion
13138,6,962.39,22,5,4,4,13,Champion
13139,7,5064.94,16,5,5,4,14,Champion
13140,3,423.72,108,3,2,2,7,SomeWhat Loyal
13141,5,2388.75,85,4,5,2,11,Loyal
13142,1,307.09,19,1,2,4,7,SomeWhat Loyal
13144,1,110.95,333,1,1,1,3,LOST
13145,4,618.52,40,4,3,3,10,Loyal
13146,1,228.91,26,1,1,4,6,SomeWhat Loyal
13147,4,712.8000000000001,10,4,3,5,12,Loyal
13148,12,3707.12,29,5,5,4,14,Champion
13149,4,1676.06,14,4,4,4,12,Loyal
13151,1,1257.8700000000001,296,1,4,1,6,SomeWhat Loyal
13153,1,486.22,6,1,2,5,8,SomeWhat Loyal
13155,4,971.76,33,4,4,3,11,Loyal
13157,4,1741.22,49,4,4,3,11,Loyal
13158,4,1201.06,95,4,4,2,10,Loyal
13159,4,1437.85,9,4,4,5,13,Champion
13160,1,91.8,22,1,1,4,6,SomeWhat Loyal
13161,1,112.75,313,1,1,1,3,LOST
13162,4,1688.29,122,4,4,2,10,Loyal
13165,2,1021.48,46,2,4,3,9,Loyal
13166,1,417.2,283,1,2,1,4,Others
13167,4,791.33,19,4,3,4,11,Loyal
13168,4,1319.19,36,4,4,3,11,Loyal
13169,2,712.88,64,2,3,3,8,SomeWhat Loyal
13170,1,116.00999999999999,27,1,1,4,6,SomeWhat Loyal
13171,3,468.41,22,3,2,4,9,Loyal
13173,2,353.65,4,2,2,5,9,Loyal
13174,3,2817.03,16,3,5,4,12,Loyal
13176,1,492.84,46,1,3,3,7,SomeWhat Loyal
13177,1,282.45,65,1,2,3,6,SomeWhat Loyal
13178,11,5725.47,26,5,5,4,14,Champion
13182,1,121.18,45,1,1,3,5,SomeWhat Loyal
13183,9,3957.78,8,5,5,5,15,Champion
13184,10,1701.29,15,5,4,4,13,Champion
13185,1,71.4,268,1,1,1,3,LOST
13186,3,1575.89,40,3,4,3,10,Loyal
13187,1,236.02,337,1,1,1,3,LOST
13188,1,114.60000000000001,11,1,1,5,7,SomeWhat Loyal
13189,2,260.68,19,2,2,4,8,SomeWhat Loyal
13192,2,911.94,95,2,3,2,7,SomeWhat Loyal
13193,1,117.88,61,1,1,3,5,SomeWhat Loyal
13194,1,60.7,136,1,1,2,4,Others
13196,4,1797.78,11,4,4,5,13,Champion
13198,6,3401.2400000000002,10,5,5,5,15,Champion
13199,38,9817.12,4,5,5,5,15,Champion
13200,4,870.09,19,4,3,4,11,Loyal
13203,4,869.46,10,4,3,5,12,Loyal
13207,2,250.26000000000002,15,2,2,4,8,SomeWhat Loyal
13208,6,1223.9,59,5,4,3,12,Loyal
13209,8,5891.61,30,5,5,4,14,Champion
13210,1,353.48,94,1,2,2,5,SomeWhat Loyal
13211,3,1197.42,10,3,4,5,12,Loyal
13212,3,788.08,20,3,3,4,10,Loyal
13213,5,1520.58,57,4,4,3,11,Loyal
13216,1,333.74,268,1,2,1,4,Others
13217,3,533.98,122,3,3,2,8,SomeWhat Loyal
13218,1,62.63999999999999,127,1,1,2,4,Others
13220,4,819.2900000000001,78,4,3,2,9,Loyal
13221,2,847.41,240,2,3,1,6,SomeWhat Loyal
13223,2,163.20000000000002,200,2,1,1,4,Others
13224,2,2155.95,60,2,5,3,10,Loyal
13225,7,6463.84,3,5,5,5,15,Champion
13226,1,108.21000000000001,273,1,1,1,3,LOST
13227,1,257.7,202,1,2,1,4,Others
13228,1,358.0,81,1,2,2,5,SomeWhat Loyal
13229,1,160.95,226,1,1,1,3,LOST
13230,14,2806.97,4,5,5,5,15,Champion
13232,7,1357.6,13,5,4,5,14,Champion
13233,2,605.12,74,2,3,2,7,SomeWhat Loyal
13235,1,1031.07,212,1,4,1,6,SomeWhat Loyal
13236,2,744.85,25,2,3,4,9,Loyal
13238,4,700.73,17,4,3,4,11,Loyal
13239,1,329.56,262,1,2,1,4,Others
13240,4,663.65,96,4,3,2,9,Loyal
13242,3,270.40000000000003,112,3,2,2,7,SomeWhat Loyal
13243,1,600.07,203,1,3,1,5,SomeWhat Loyal
13244,1,121.74000000000001,93,1,1,2,4,Others
13245,1,430.5,51,1,2,3,6,SomeWhat Loyal
13246,6,1987.3,18,5,4,4,13,Champion
13247,4,501.12,18,4,3,4,11,Loyal
13248,2,465.68,125,2,2,2,6,SomeWhat Loyal
13249,3,711.41,92,3,3,2,8,SomeWhat Loyal
13253,2,1030.4,157,2,4,2,8,SomeWhat Loyal
13255,2,399.51,9,2,2,5,9,Loyal
13258,3,698.58,12,3,3,5,11,Loyal
13259,1,292.32,62,1,2,3,6,SomeWhat Loyal
13260,1,557.62,61,1,3,3,7,SomeWhat Loyal
13261,2,944.1,269,2,4,1,7,SomeWhat Loyal
13262,1,200.29,263,1,1,1,3,LOST
13263,35,7454.07,1,5,5,5,15,Champion
13265,5,2107.66,53,4,5,3,12,Loyal
13266,12,3834.2599999999998,11,5,5,5,15,Champion
13267,19,4521.49,3,5,5,5,15,Champion
13268,11,3214.69,18,5,5,4,14,Champion
13269,15,5346.2300000000005,1,5,5,5,15,Champion
13270,1,590.0,366,1,3,1,5,SomeWhat Loyal
13271,1,217.38,37,1,1,3,5,SomeWhat Loyal
13272,2,276.56,31,2,2,4,8,SomeWhat Loyal
13273,1,138.98,113,1,1,2,4,Others
13276,2,590.9300000000001,64,2,3,3,8,SomeWhat Loyal
13277,4,258.4,16,4,2,4,10,Loyal
13278,1,542.73,41,1,3,3,7,SomeWhat Loyal
13279,1,137.75,78,1,1,2,4,Others
13280,3,814.86,122,3,3,2,8,SomeWhat Loyal
13282,3,1132.14,18,3,4,4,11,Loyal
13283,2,93.66,60,2,1,3,6,SomeWhat Loyal
13284,1,201.19,331,1,1,1,3,LOST
13285,4,2709.12,23,4,5,4,13,Champion
13291,1,361.11,156,1,2,2,5,SomeWhat Loyal
13292,2,578.9399999999999,39,2,3,3,8,SomeWhat Loyal
13294,2,873.74,190,2,3,1,6,SomeWhat Loyal
13295,1,201.20000000000002,360,1,1,1,3,LOST
13296,1,87.4,137,1,1,2,4,Others
13297,4,2089.85,8,4,5,5,14,Champion
13298,1,360.0,1,1,2,5,8,SomeWhat Loyal
13299,1,142.5,268,1,1,1,3,LOST
13300,1,371.89,169,1,2,2,5,SomeWhat Loyal
13301,4,618.09,104,4,3,2,9,Loyal
13302,1,63.75,155,1,1,2,4,Others
13304,1,300.42,351,1,2,1,4,Others
13305,10,2000.86,4,5,4,5,14,Champion
13307,1,15.0,120,1,1,2,4,Others
13308,3,1385.51,23,3,4,4,11,Loyal
13309,5,1456.79,7,4,4,5,13,Champion
13310,3,1132.03,28,3,4,4,11,Loyal
13311,2,598.57,4,2,3,5,10,Loyal
13313,5,1555.32,22,4,4,4,12,Loyal
13314,3,775.94,2,3,3,5,11,Loyal
13316,4,5977.7300000000005,37,4,5,3,12,Loyal
13317,6,2273.68,66,5,5,3,13,Champion
13318,3,640.76,1,3,3,5,11,Loyal
13319,26,10845.550000000001,5,5,5,5,15,Champion
13320,4,1548.7,78,4,4,2,10,Loyal
13321,2,567.36,72,2,3,2,7,SomeWhat Loyal
13322,1,199.48000000000002,17,1,1,4,6,SomeWhat Loyal
13323,5,787.85,3,4,3,5,12,Loyal
13324,10,7121.95,36,5,5,3,13,Champion
13325,1,675.3,82,1,3,2,6,SomeWhat Loyal
13327,8,3627.77,39,5,5,3,13,Champion
13328,1,1308.48,316,1,4,1,6,SomeWhat Loyal
13329,2,789.0,32,2,3,4,9,Loyal
13330,3,1140.93,93,3,4,2,9,Loyal
13332,1,350.9,14,1,2,4,7,SomeWhat Loyal
13334,3,3536.82,82,3,5,2,10,Loyal
13336,1,795.12,77,1,3,2,6,SomeWhat Loyal
13338,1,487.02,158,1,2,2,5,SomeWhat Loyal
13339,1,860.12,201,1,3,1,5,SomeWhat Loyal
13340,7,10736.48,45,5,5,3,13,Champion
13341,1,775.85,261,1,3,1,5,SomeWhat Loyal
13343,1,353.43,178,1,2,2,5,SomeWhat Loyal
13344,3,2543.72,68,3,5,3,11,Loyal
13345,1,389.5,288,1,2,1,4,Others
13347,1,341.36,70,1,2,3,6,SomeWhat Loyal
13348,1,233.76,64,1,1,3,5,SomeWhat Loyal
13349,1,247.32,11,1,1,5,7,SomeWhat Loyal
13350,2,979.12,16,2,4,4,10,Loyal
13351,1,373.94,66,1,2,3,6,SomeWhat Loyal
13352,1,397.97999999999996,60,1,2,3,6,SomeWhat Loyal
13354,1,743.53,71,1,3,3,7,SomeWhat Loyal
13355,1,674.7,122,1,3,2,6,SomeWhat Loyal
13356,1,768.24,80,1,3,2,6,SomeWhat Loyal
13357,1,609.95,257,1,3,1,5,SomeWhat Loyal
13358,1,439.03,269,1,2,1,4,Others
13359,1,439.56,64,1,2,3,6,SomeWhat Loyal
13362,4,3090.7400000000002,9,4,5,5,14,Champion
13363,2,992.5,18,2,4,4,10,Loyal
13364,1,134.95999999999998,71,1,1,3,5,SomeWhat Loyal
13365,2,2225.37,34,2,5,3,10,Loyal
13366,1,56.160000000000004,50,1,1,3,5,SomeWhat Loyal
13368,2,623.4,257,2,3,1,6,SomeWhat Loyal
13369,1,308.28000000000003,366,1,2,1,4,Others
13370,1,754.87,372,1,3,1,5,SomeWhat Loyal
13372,1,378.64,90,1,2,2,5,SomeWhat Loyal
13373,3,3312.25,61,3,5,3,11,Loyal
13375,1,778.65,89,1,3,2,6,SomeWhat Loyal
13376,3,1019.76,99,3,4,2,9,Loyal
13379,3,572.56,26,3,3,4,10,Loyal
13381,6,3639.31,32,5,5,4,14,Champion
13382,1,222.99,281,1,1,1,3,LOST
13384,7,4151.93,31,5,5,4,14,Champion
13385,1,534.57,330,1,3,1,5,SomeWhat Loyal
13388,2,677.1,131,2,3,2,7,SomeWhat Loyal
13389,3,797.96,11,3,3,5,11,Loyal
13390,1,544.08,75,1,3,2,6,SomeWhat Loyal
13391,1,59.8,204,1,1,1,3,LOST
13394,8,2520.02,2,5,5,5,15,Champion
13395,1,307.72,185,1,2,1,4,Others
13396,2,1360.99,29,2,4,4,10,Loyal
13397,5,1544.13,73,4,4,2,10,Loyal
13398,1,457.34,192,1,2,1,4,Others
13402,2,621.23,127,2,3,2,7,SomeWhat Loyal
13403,1,75.0,18,1,1,4,6,SomeWhat Loyal
13404,2,252.49,1,2,2,5,9,Loyal
13405,3,572.451,74,3,3,2,8,SomeWhat Loyal
13408,62,28117.04,2,5,5,5,15,Champion
13410,5,1003.06,24,4,4,4,12,Loyal
13411,1,213.55,107,1,1,2,4,Others
13414,3,1390.5,134,3,4,2,9,Loyal
13416,2,712.5,44,2,3,3,8,SomeWhat Loyal
13417,2,640.83,5,2,3,5,10,Loyal
13418,18,6127.43,12,5,5,5,15,Champion
13419,1,221.06,64,1,1,3,5,SomeWhat Loyal
13420,2,159.85,150,2,1,2,5,SomeWhat Loyal
13421,2,1851.08,40,2,4,3,9,Loyal
13422,1,2626.3,64,1,5,3,9,Loyal
13425,3,1624.21,108,3,4,2,9,Loyal
13426,10,3641.32,1,5,5,5,15,Champion
13427,3,582.6,19,3,3,4,10,Loyal
13428,1,218.47,10,1,1,5,7,SomeWhat Loyal
13429,4,1006.8,11,4,4,5,13,Champion
13430,2,679.45,19,2,3,4,9,Loyal
13431,2,1269.1,67,2,4,3,9,Loyal
13434,2,534.24,74,2,3,2,7,SomeWhat Loyal
13435,7,3809.8900000000003,5,5,5,5,15,Champion
13436,1,196.89,2,1,1,5,7,SomeWhat Loyal
13437,7,3408.06,14,5,5,4,14,Champion
13439,1,283.71,255,1,2,1,4,Others
13441,1,296.64,92,1,2,2,5,SomeWhat Loyal
13447,3,1129.14,23,3,4,4,11,Loyal
13448,6,3539.37,17,5,5,4,14,Champion
13449,1,291.88,24,1,2,4,7,SomeWhat Loyal
13450,6,2043.7199999999998,27,5,4,4,13,Champion
13451,5,2976.15,26,4,5,4,13,Champion
13452,2,590.0,259,2,3,1,6,SomeWhat Loyal
13453,2,356.97999999999996,166,2,2,2,6,SomeWhat Loyal
13455,2,1058.34,25,2,4,4,10,Loyal
13456,6,1766.72,18,5,4,4,13,Champion
13458,14,9646.57,7,5,5,5,15,Champion
13460,2,183.44,29,2,1,4,7,SomeWhat Loyal
13461,3,1445.0,39,3,4,3,10,Loyal
13462,1,151.5,253,1,1,1,3,LOST
13464,1,674.68,58,1,3,3,7,SomeWhat Loyal
13466,1,307.9,184,1,2,1,4,Others
13467,2,1083.71,11,2,4,5,11,Loyal
13468,37,5704.97,2,5,5,5,15,Champion
13470,2,165.0,99,2,1,2,5,SomeWhat Loyal
13471,4,2531.58,1,4,5,5,14,Champion
13473,2,422.64,61,2,2,3,7,SomeWhat Loyal
13474,1,229.59,236,1,1,1,3,LOST
13475,4,1431.78,191,4,4,1,9,Loyal
13476,2,1238.47,179,2,4,2,8,SomeWhat Loyal
13477,6,1454.58,38,5,4,3,12,Loyal
13479,2,300.95,201,2,2,1,5,SomeWhat Loyal
13481,5,1804.56,46,4,4,3,11,Loyal
13482,1,184.64,232,1,1,1,3,LOST
13483,1,140.34,66,1,1,3,5,SomeWhat Loyal
13484,1,313.8,241,1,2,1,4,Others
13485,1,454.24,233,1,2,1,4,Others
13486,3,1122.41,78,3,4,2,9,Loyal
13487,3,575.4,58,3,3,3,9,Loyal
13488,13,8968.31,17,5,5,4,14,Champion
13489,4,449.52,105,4,2,2,8,SomeWhat Loyal
13491,10,1215.82,52,5,4,3,12,Loyal
13492,3,1269.84,136,3,4,2,9,Loyal
13493,2,618.63,275,2,3,1,6,SomeWhat Loyal
13494,1,316.26000000000005,312,1,2,1,4,Others
13495,5,2044.8700000000001,8,4,4,5,13,Champion
13496,2,653.33,11,2,3,5,10,Loyal
13497,2,348.05,283,2,2,1,5,SomeWhat Loyal
13499,5,1159.11,18,4,4,4,12,Loyal
13500,3,1166.77,23,3,4,4,11,Loyal
13501,1,1340.32,288,1,4,1,6,SomeWhat Loyal
13502,3,292.0,17,3,2,4,9,Loyal
13503,1,216.85,71,1,1,3,5,SomeWhat Loyal
13504,1,295.93,64,1,2,3,6,SomeWhat Loyal
13505,4,4393.63,73,4,5,2,11,Loyal
13506,2,458.52,316,2,2,1,5,SomeWhat Loyal
13507,4,2479.16,3,4,5,5,14,Champion
13508,1,110.97,244,1,1,1,3,LOST
13509,7,979.72,9,5,4,5,14,Champion
13510,4,1791.56,1,4,4,5,13,Champion
13512,1,251.21,261,1,2,1,4,Others
13513,1,205.1,127,1,1,2,4,Others
13514,1,152.20000000000002,74,1,1,2,4,Others
13515,4,891.12,73,4,3,2,9,Loyal
13516,3,1389.41,21,3,4,4,11,Loyal
13517,3,2128.42,60,3,5,3,11,Loyal
13518,1,659.4399999999999,86,1,3,2,6,SomeWhat Loyal
13519,1,122.75,78,1,1,2,4,Others
13520,6,3624.35,59,5,5,3,13,Champion
13521,3,1093.65,1,3,4,5,12,Loyal
13522,1,125.80000000000001,30,1,1,4,6,SomeWhat Loyal
13523,5,3964.88,33,4,5,3,12,Loyal
13524,5,680.1800000000001,41,4,3,3,10,Loyal
13525,2,628.78,15,2,3,4,9,Loyal
13527,7,2287.51,34,5,5,3,13,Champion
13529,2,307.76,79,2,2,2,6,SomeWhat Loyal
13531,2,483.8,205,2,2,1,5,SomeWhat Loyal
13532,1,210.31,34,1,1,3,5,SomeWhat Loyal
13533,3,270.79,183,3,2,1,6,SomeWhat Loyal
13534,25,5870.08,2,5,5,5,15,Champion
13536,7,3448.29,1,5,5,5,15,Champion
13538,7,1280.85,43,5,4,3,12,Loyal
13539,3,631.34,86,3,3,2,8,SomeWhat Loyal
13544,2,291.41,40,2,2,3,7,SomeWhat Loyal
13546,3,626.99,12,3,3,5,11,Loyal
13548,2,682.41,96,2,3,2,7,SomeWhat Loyal
13549,7,918.2,26,5,3,4,12,Loyal
13551,1,91.80000000000001,319,1,1,1,3,LOST
13552,12,3740.07,66,5,5,3,13,Champion
13555,4,4149.28,74,4,5,2,11,Loyal
13557,2,584.06,28,2,3,4,9,Loyal
13558,4,605.06,6,4,3,5,12,Loyal
13560,1,174.37,7,1,1,5,7,SomeWhat Loyal
13561,1,141.85999999999999,216,1,1,1,3,LOST
13562,3,1799.33,82,3,4,2,9,Loyal
13563,2,777.53,84,2,3,2,7,SomeWhat Loyal
13564,3,1749.02,144,3,4,2,9,Loyal
13565,2,240.22,19,2,1,4,7,SomeWhat Loyal
13566,2,874.71,41,2,3,3,8,SomeWhat Loyal
13568,1,192.85,173,1,1,2,4,Others
13569,2,373.75,17,2,2,4,8,SomeWhat Loyal
13570,1,239.49,243,1,1,1,3,LOST
13571,12,2092.32,13,5,5,5,15,Champion
13572,1,1384.25,206,1,4,1,6,SomeWhat Loyal
13573,2,294.4,50,2,2,3,7,SomeWhat Loyal
13575,5,732.0699999999999,23,4,3,4,11,Loyal
13576,18,6717.34,10,5,5,5,15,Champion
13577,4,1687.6000000000001,25,4,4,4,12,Loyal
13579,2,467.04,15,2,2,4,8,SomeWhat Loyal
13581,1,118.0,309,1,1,1,3,LOST
13583,1,781.03,156,1,3,2,6,SomeWhat Loyal
13584,1,142.4,307,1,1,1,3,LOST
13587,1,712.4,64,1,3,3,7,SomeWhat Loyal
13588,9,2478.95,16,5,5,4,14,Champion
13589,2,379.65,15,2,2,4,8,SomeWhat Loyal
13590,6,1981.92,11,5,4,5,14,Champion
13591,3,1117.13,65,3,4,3,10,Loyal
13592,4,247.95999999999998,36,4,1,3,8,SomeWhat Loyal
13593,5,2037.0800000000002,108,4,4,2,10,Loyal
13594,1,396.97,53,1,2,3,6,SomeWhat Loyal
13596,2,697.04,6,2,3,5,10,Loyal
13598,1,180.17000000000002,47,1,1,3,5,SomeWhat Loyal
13599,21,5153.67,1,5,5,5,15,Champion
13600,1,219.52,312,1,1,1,3,LOST
13601,2,693.32,45,2,3,3,8,SomeWhat Loyal
13602,1,428.89,65,1,2,3,6,SomeWhat Loyal
13603,1,164.34,26,1,1,4,6,SomeWhat Loyal
13606,3,280.53999999999996,29,3,2,4,9,Loyal
13607,1,678.01,40,1,3,3,7,SomeWhat Loyal
13610,7,1131.88,12,5,4,5,14,Champion
13611,3,1171.8,89,3,4,2,9,Loyal
13614,4,1610.46,24,4,4,4,12,Loyal
13615,1,417.69,319,1,2,1,4,Others
13617,3,544.18,40,3,3,3,9,Loyal
13618,1,177.34,174,1,1,2,4,Others
13621,1,213.85,117,1,1,2,4,Others
13623,5,747.78,31,4,3,4,11,Loyal
13626,1,257.23,253,1,2,1,4,Others
13627,5,1638.47,59,4,4,3,11,Loyal
13629,11,7792.36,23,5,5,4,14,Champion
13630,7,2031.78,5,5,4,5,14,Champion
13631,11,3070.42,100,5,5,2,12,Loyal
13632,5,2121.27,25,4,5,4,13,Champion
13634,5,1575.16,33,4,4,3,11,Loyal
13635,1,1071.03,68,1,4,3,8,SomeWhat Loyal
13636,5,949.12,37,4,4,3,11,Loyal
13637,3,810.5,52,3,3,3,9,Loyal
13638,1,122.64,16,1,1,4,6,SomeWhat Loyal
13639,1,1033.34,74,1,4,2,7,SomeWhat Loyal
13642,1,354.8,216,1,2,1,4,Others
13643,3,519.44,31,3,3,4,10,Loyal
13644,4,2624.26,16,4,5,4,13,Champion
13645,1,252.1,120,1,2,2,5,SomeWhat Loyal
13647,4,1678.1200000000001,10,4,4,5,13,Champion
13649,2,346.6,257,2,2,1,5,SomeWhat Loyal
13650,6,1836.34,17,5,4,4,13,Champion
13651,2,94.2,35,2,1,3,6,SomeWhat Loyal
13652,3,1095.08,46,3,4,3,10,Loyal
13654,6,2707.33,43,5,5,3,13,Champion
13655,2,932.97,114,2,3,2,7,SomeWhat Loyal
13656,2,379.65,165,2,2,2,6,SomeWhat Loyal
13657,2,382.14,11,2,2,5,9,Loyal
13658,5,2639.17,10,4,5,5,14,Champion
13659,2,1573.2,206,2,4,1,7,SomeWhat Loyal
13662,3,897.76,86,3,3,2,8,SomeWhat Loyal
13663,1,189.47,179,1,1,1,3,LOST
13666,3,84.65,60,3,1,3,7,SomeWhat Loyal
13667,1,305.02,149,1,2,2,5,SomeWhat Loyal
13668,21,6363.59,3,5,5,5,15,Champion
13669,2,218.55,51,2,1,3,6,SomeWhat Loyal
13670,1,349.7,75,1,2,2,5,SomeWhat Loyal
13672,2,186.39000000000001,301,2,1,1,4,Others
13673,2,396.92,19,2,2,4,8,SomeWhat Loyal
13675,2,486.82000000000005,151,2,2,2,6,SomeWhat Loyal
13678,1,232.6,152,1,1,2,4,Others
13680,4,3722.42,1,4,5,5,14,Champion
13681,4,827.83,18,4,3,4,11,Loyal
13682,1,59.5,187,1,1,1,3,LOST
13684,1,67.23,286,1,1,1,3,LOST
13685,7,3119.44,3,5,5,5,15,Champion
13686,1,72.0,183,1,1,1,3,LOST
13689,1,910.0,63,1,3,3,7,SomeWhat Loyal
13690,1,172.25,59,1,1,3,5,SomeWhat Loyal
13692,3,1488.32,25,3,4,4,11,Loyal
13694,50,65039.62,4,5,5,5,15,Champion
13695,15,2504.13,31,5,5,4,14,Champion
13697,1,151.29999999999998,39,1,1,3,5,SomeWhat Loyal
13699,1,308.58000000000004,155,1,2,2,5,SomeWhat Loyal
13700,10,2265.12,26,5,5,4,14,Champion
13703,1,99.5,318,1,1,1,3,LOST
13704,9,2308.06,5,5,5,5,15,Champion
13705,3,711.86,8,3,3,5,11,Loyal
13706,1,330.79,303,1,2,1,4,Others
13707,2,806.41,267,2,3,1,6,SomeWhat Loyal
13708,1,296.88,271,1,2,1,4,Others
13709,13,6328.05,4,5,5,5,15,Champion
13710,1,180.48,32,1,1,4,6,SomeWhat Loyal
13711,2,252.06,219,2,2,1,5,SomeWhat Loyal
13712,1,228.84,247,1,1,1,3,LOST
13715,5,1079.34,281,4,4,1,9,Loyal
13716,1,138.28,269,1,1,1,3,LOST
13717,6,1445.01,32,5,4,4,13,Champion
13718,2,306.55,246,2,2,1,5,SomeWhat Loyal
13719,5,1041.68,15,4,4,4,12,Loyal
13720,4,799.9,117,4,3,2,9,Loyal
13721,1,524.14,36,1,3,3,7,SomeWhat Loyal
13722,3,2375.41,132,3,5,2,10,Loyal
13723,1,199.85000000000002,217,1,1,1,3,LOST
13725,8,1980.56,50,5,4,3,12,Loyal
13726,2,1079.6599999999999,39,2,4,3,9,Loyal
13727,2,333.48,29,2,2,4,8,SomeWhat Loyal
13728,6,1016.14,37,5,4,3,12,Loyal
13730,2,752.6,136,2,3,2,7,SomeWhat Loyal
13731,2,610.59,219,2,3,1,6,SomeWhat Loyal
13732,1,491.86,28,1,3,4,8,SomeWhat Loyal
13735,4,2885.2400000000002,25,4,5,4,13,Champion
13736,2,731.9,5,2,3,5,10,Loyal
13737,1,339.59999999999997,200,1,2,1,4,Others
13739,1,216.9,18,1,1,4,6,SomeWhat Loyal
13740,1,350.75,241,1,2,1,4,Others
13741,3,668.4300000000001,72,3,3,2,8,SomeWhat Loyal
13742,12,3131.02,17,5,5,4,14,Champion
13743,7,1341.6,3,5,4,5,14,Champion
13744,2,1156.36,95,2,4,2,8,SomeWhat Loyal
13745,1,300.04,162,1,2,2,5,SomeWhat Loyal
13747,1,79.6,374,1,1,1,3,LOST
13748,5,948.25,96,4,4,2,10,Loyal
13750,5,1647.26,54,4,4,3,11,Loyal
13751,1,296.25,288,1,2,1,4,Others
13752,6,1186.28,124,5,4,2,11,Loyal
13753,1,741.26,288,1,3,1,5,SomeWhat Loyal
13754,2,282.59999999999997,152,2,2,2,6,SomeWhat Loyal
13755,9,2161.35,4,5,5,5,15,Champion
13756,14,5189.52,2,5,5,5,15,Champion
13758,7,3190.55,12,5,5,5,15,Champion
13759,2,659.4100000000001,33,2,3,3,8,SomeWhat Loyal
